,album,artists,available_markets,disc_number,duration_ms_x,explicit,external_ids,external_urls,href,id_x,is_local,name,popularity,preview_url,track_number,type_x,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type_y,id_y,track_href,analysis_url,duration_ms_y,time_signature
0,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Mk3yOBlfweeKamsDiap8H'}, 'href': 'https://api.spotify.com/v1/artists/5Mk3yOBlfweeKamsDiap8H', 'id': '5Mk3yOBlfweeKamsDiap8H', 'name': 'The Millennial Club', 'type': 'artist', 'uri': 'spotify:artist:5Mk3yOBlfweeKamsDiap8H'}], 'available_markets': ['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5AHsddOw41Op3yc0Q3Fzv9'}, 'href': 'https://api.spotify.com/v1/albums/5AHsddOw41Op3yc0Q3Fzv9', 'id': '5AHsddOw41Op3yc0Q3Fzv9', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732aa38fbf8ddd79cf2fcd538a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022aa38fbf8ddd79cf2fcd538a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512aa38fbf8ddd79cf2fcd538a', 'width': 64}], 'name': 'love is so hard!', 'release_date': '2017-02-14', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:5AHsddOw41Op3yc0Q3Fzv9'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Mk3yOBlfweeKamsDiap8H'}, 'href': 'https://api.spotify.com/v1/artists/5Mk3yOBlfweeKamsDiap8H', 'id': '5Mk3yOBlfweeKamsDiap8H', 'name': 'The Millennial Club', 'type': 'artist', 'uri': 'spotify:artist:5Mk3yOBlfweeKamsDiap8H'}]","['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK']",1,267125,False,{'isrc': 'QZ4JJ1782099'},{'spotify': 'https://open.spotify.com/track/0Yu6DQYBpvztT117wT37aR'},https://api.spotify.com/v1/tracks/0Yu6DQYBpvztT117wT37aR,0Yu6DQYBpvztT117wT37aR,False,love is so hard!,44,https://p.scdn.co/mp3-preview/7cc8f03e5b1d944ebd3e1639e6fdf4bdb02ad8c6?cid=c27327d3d3b44e06952699bd3024e1dd,1,track,spotify:track:0Yu6DQYBpvztT117wT37aR,0.766,0.335,6,-12.63,1,0.0306,0.461,0.0283,0.106,0.322,100.007,audio_features,0Yu6DQYBpvztT117wT37aR,https://api.spotify.com/v1/tracks/0Yu6DQYBpvztT117wT37aR,https://api.spotify.com/v1/audio-analysis/0Yu6DQYBpvztT117wT37aR,267125,4
1,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6mskRz8EwbqCXm39vtGStC'}, 'href': 'https://api.spotify.com/v1/artists/6mskRz8EwbqCXm39vtGStC', 'id': '6mskRz8EwbqCXm39vtGStC', 'name': 'MINOVA', 'type': 'artist', 'uri': 'spotify:artist:6mskRz8EwbqCXm39vtGStC'}], 'available_markets': ['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK'], 'external_urls': {'spotify': 'https://open.spotify.com/album/4nFKRPl8NBisqDFKIFZVqg'}, 'href': 'https://api.spotify.com/v1/albums/4nFKRPl8NBisqDFKIFZVqg', 'id': '4nFKRPl8NBisqDFKIFZVqg', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732a1fd89f6e148334ed6bba21', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022a1fd89f6e148334ed6bba21', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512a1fd89f6e148334ed6bba21', 'width': 64}], 'name': 'Where Do I Go', 'release_date': '2023-10-27', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:4nFKRPl8NBisqDFKIFZVqg'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6mskRz8EwbqCXm39vtGStC'}, 'href': 'https://api.spotify.com/v1/artists/6mskRz8EwbqCXm39vtGStC', 'id': '6mskRz8EwbqCXm39vtGStC', 'name': 'MINOVA', 'type': 'artist', 'uri': 'spotify:artist:6mskRz8EwbqCXm39vtGStC'}]","['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK']",1,190147,False,{'isrc': 'QZVEM2362530'},{'spotify': 'https://open.spotify.com/track/0HvbFmfFlcsAJ6hydqflNk'},https://api.spotify.com/v1/tracks/0HvbFmfFlcsAJ6hydqflNk,0HvbFmfFlcsAJ6hydqflNk,False,Where Do I Go,44,https://p.scdn.co/mp3-preview/18a06a673146462337106a1a1b6f0f052b88e9ca?cid=c27327d3d3b44e06952699bd3024e1dd,1,track,spotify:track:0HvbFmfFlcsAJ6hydqflNk,0.668,0.475,7,-7.663,1,0.0325,0.442,0.000337,0.0997,0.586,111.993,audio_features,0HvbFmfFlcsAJ6hydqflNk,https://api.spotify.com/v1/tracks/0HvbFmfFlcsAJ6hydqflNk,https://api.spotify.com/v1/audio-analysis/0HvbFmfFlcsAJ6hydqflNk,190148,4
2,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0ek16Ht9DeNuxjdwq9ODRu'}, 'href': 'https://api.spotify.com/v1/artists/0ek16Ht9DeNuxjdwq9ODRu', 'id': '0ek16Ht9DeNuxjdwq9ODRu', 'name': 'Francisco Sola', 'type': 'artist', 'uri': 'spotify:artist:0ek16Ht9DeNuxjdwq9ODRu'}], 'available_markets': ['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6T5xkmBkeI3W1HZHAe7Iqw'}, 'href': 'https://api.spotify.com/v1/albums/6T5xkmBkeI3W1HZHAe7Iqw', 'id': '6T5xkmBkeI3W1HZHAe7Iqw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d99a03ddc800acb4e9f323f8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d99a03ddc800acb4e9f323f8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d99a03ddc800acb4e9f323f8', 'width': 64}], 'name': 'Use & Dispose', 'release_date': '2023-10-27', 'release_date_precision': 'day', 'total_tracks': 4, 'type': 'album', 'uri': 'spotify:album:6T5xkmBkeI3W1HZHAe7Iqw'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0ek16Ht9DeNuxjdwq9ODRu'}, 'href': 'https://api.spotify.com/v1/artists/0ek16Ht9DeNuxjdwq9ODRu', 'id': '0ek16Ht9DeNuxjdwq9ODRu', 'name': 'Francisco Sola', 'type': 'artist', 'uri': 'spotify:artist:0ek16Ht9DeNuxjdwq9ODRu'}]","['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK']",1,208658,False,{'isrc': 'QZWDE2377180'},{'spotify': 'https://open.spotify.com/track/3BqpakuX85Wtw8DI1yUr4q'},https://api.spotify.com/v1/tracks/3BqpakuX85Wtw8DI1yUr4q,3BqpakuX85Wtw8DI1yUr4q,False,Use & Dispose,31,https://p.scdn.co/mp3-preview/ce01b1635ad5a30ce4bc8d4906389b0ee6fee140?cid=c27327d3d3b44e06952699bd3024e1dd,1,track,spotify:track:3BqpakuX85Wtw8DI1yUr4q,0.492,0.601,8,-9.432,1,0.036,0.593,0.436,0.107,0.444,147.914,audio_features,3BqpakuX85Wtw8DI1yUr4q,https://api.spotify.com/v1/tracks/3BqpakuX85Wtw8DI1yUr4q,https://api.spotify.com/v1/audio-analysis/3BqpakuX85Wtw8DI1yUr4q,208658,4
3,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1yyRuOZtns01N2hUtseLT0'}, 'href': 'https://api.spotify.com/v1/artists/1yyRuOZtns01N2hUtseLT0', 'id': '1yyRuOZtns01N2hUtseLT0', 'name': 'Honeywhip', 'type': 'artist', 'uri': 'spotify:artist:1yyRuOZtns01N2hUtseLT0'}], 'available_markets': ['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2C4fjxtMZD0ZMv2HMpPulb'}, 'href': 'https://api.spotify.com/v1/albums/2C4fjxtMZD0ZMv2HMpPulb', 'id': '2C4fjxtMZD0ZMv2HMpPulb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738c779614fa88bdac96e9dd78', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028c779614fa88bdac96e9dd78', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518c779614fa88bdac96e9dd78', 'width': 64}], 'name': 'Polaroid', 'release_date': '2023-10-05', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:2C4fjxtMZD0ZMv2HMpPulb'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1yyRuOZtns01N2hUtseLT0'}, 'href': 'https://api.spotify.com/v1/artists/1yyRuOZtns01N2hUtseLT0', 'id': '1yyRuOZtns01N2hUtseLT0', 'name': 'Honeywhip', 'type': 'artist', 'uri': 'spotify:artist:1yyRuOZtns01N2hUtseLT0'}]","['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK']",1,124119,False,{'isrc': 'QZTPX2364504'},{'spotify': 'https://open.spotify.com/track/4XyTTV4598arHa8KRcgPPF'},https://api.spotify.com/v1/tracks/4XyTTV4598arHa8KRcgPPF,4XyTTV4598arHa8KRcgPPF,False,Polaroid,26,https://p.scdn.co/mp3-preview/32e63363931c502ce89d9df1b5b446c5cbe824d5?cid=c27327d3d3b44e06952699bd3024e1dd,1,track,spotify:track:4XyTTV4598arHa8KRcgPPF,0.694,0.676,5,-6.631,1,0.035,0.495,1.58e-06,0.356,0.666,96.085,audio_features,4XyTTV4598arHa8KRcgPPF,https://api.spotify.com/v1/tracks/4XyTTV4598arHa8KRcgPPF,https://api.spotify.com/v1/audio-analysis/4XyTTV4598arHa8KRcgPPF,124120,4
